Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.2843904519622
Post-demographic dividend,PST,Net migration,SM.POP.NETM,13892345
Pre-demographic dividend,PRE,Population growth (annual %),SP.POP.GROW,2.82418374737507
Pre-demographic dividend,PRE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,9.00199989954078
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,44.1287292228465
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,-2213380
Small states,SST,Population growth (annual %),SP.POP.GROW,1.74918220384126
Small states,SST,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,11.7568245466678
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,15.9486543063995
Small states,SST,Net migration,SM.POP.NETM,319841
South Asia,SAS,Population growth (annual %),SP.POP.GROW,1.22492615301573
South Asia,SAS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.11521261308769
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,375.804487603408
South Asia,SAS,Net migration,SM.POP.NETM,-6215366
South Asia (IDA & IBRD),TSA,Population growth (annual %),SP.POP.GROW,1.22492615301573
South Asia (IDA & IBRD),TSA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.11521261308769
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,375.804487603408
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,-6215366
Sub-Saharan Africa,SSF,Population growth (annual %),SP.POP.GROW,2.70237141005056
Sub-Saharan Africa,SSF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.69453435551038
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,44.0267705237394
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,-1814121
Sub-Saharan Africa (excluding high income),SSA,Population growth (annual %),SP.POP.GROW,2.70250760681674
Sub-Saharan Africa (excluding high income),SSA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.69726804512675
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,44.0236014170857
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,-1813121
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population growth (annual %),SP.POP.GROW,2.70237141005056
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.69453435551038
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,44.0267705237394
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,-1814121
Upper middle income,UMC,Population growth (annual %),SP.POP.GROW,0.739055699987091
Upper middle income,UMC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,46.1053365026138
Upper middle income,UMC,Net migration,SM.POP.NETM,2160684
World,WLD,Population growth (annual %),SP.POP.GROW,1.14385698082209
World,WLD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.83220237407221
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,57.7842210838138
World,WLD,Net migration,SM.POP.NETM,0
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 09/15/2021,,,,
